-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in UTC
Location: Latitude  50.8503   Longitude 4.3517 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 36.84 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS                    MERRA-2 Surface Pressure (kPa) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) 
-END HEADER-
YEAR,MO,DY,HR,T2M,RH2M,WS10M,WD10M,PS,ALLSKY_SFC_SW_DWN
2025,10,18,22,9.34,84.18,3.56,134.4,101.56,0.0
2025,10,18,23,9.12,84.67,4.12,133.0,101.48,0.0
2025,10,19,0,8.81,85.11,4.43,132.8,101.4,0.0
2025,10,19,1,8.53,84.93,4.63,135.3,101.32,0.0
2025,10,19,2,8.27,85.03,4.79,139.3,101.23,0.0
2025,10,19,3,8.06,85.44,4.72,142.1,101.15,0.0
2025,10,19,4,7.79,86.81,4.47,144.6,101.08,0.0
2025,10,19,5,7.12,90.81,4.03,147.1,101.01,0.0
2025,10,19,6,6.81,93.2,4.26,149.4,100.94,10.43
2025,10,19,7,7.86,88.04,5.28,150.1,100.88,76.28
2025,10,19,8,9.92,78.26,5.65,157.1,100.81,163.9
2025,10,19,9,12.27,69.16,6.3,170.8,100.76,253.8
2025,10,19,10,14.06,63.09,6.31,178.5,100.7,312.45
2025,10,19,11,15.59,58.74,6.17,181.4,100.6,330.05
2025,10,19,12,16.88,56.69,6.24,180.2,100.47,306.3
2025,10,19,13,17.55,57.46,6.39,178.1,100.34,242.5
2025,10,19,14,17.29,61.35,6.32,177.6,100.25,166.77
2025,10,19,15,16.01,69.86,5.67,178.7,100.21,82.6
2025,10,19,16,14.37,79.28,5.85,177.3,100.2,8.35
2025,10,19,17,13.28,84.75,6.51,169.1,100.16,0.0
2025,10,19,18,12.58,87.89,6.57,162.6,100.08,0.0
2025,10,19,19,12.22,89.61,6.63,159.2,100.02,0.0
2025,10,19,20,12.09,91.1,7.12,158.4,99.95,0.0
2025,10,19,21,12.23,91.76,7.56,160.0,99.87,0.0
2025,10,19,22,12.45,92.22,7.8,162.7,99.78,0.0
2025,10,19,23,12.71,92.41,7.81,166.4,99.68,0.0
2025,10,20,0,12.89,93.16,7.63,168.9,99.59,0.0
2025,10,20,1,13.11,93.84,7.61,172.4,99.5,0.0
2025,10,20,2,13.36,93.9,7.52,182.0,99.43,0.0
2025,10,20,3,13.63,94.05,7.14,194.4,99.39,0.0
2025,10,20,4,13.37,95.95,5.78,193.8,99.37,0.0
2025,10,20,5,13.05,96.91,5.25,192.7,99.35,0.0
2025,10,20,6,12.37,98.47,4.7,190.0,99.35,11.82
2025,10,20,7,13.06,96.0,5.23,186.5,99.34,76.55
2025,10,20,8,14.27,92.88,5.43,185.4,99.32,157.0
2025,10,20,9,15.75,83.44,7.08,196.1,99.29,228.02
2025,10,20,10,17.23,72.85,8.04,199.0,99.24,272.73
2025,10,20,11,18.23,67.82,8.46,198.2,99.17,274.23
2025,10,20,12,18.49,66.96,8.83,199.3,99.08,250.12
2025,10,20,13,18.36,65.97,8.94,202.0,99.01,210.38
2025,10,20,14,17.51,68.22,8.32,199.8,98.96,142.25
2025,10,20,15,16.51,72.9,7.92,193.7,98.91,63.8
2025,10,20,16,15.51,77.06,8.05,187.6,98.88,7.18
2025,10,20,17,14.73,80.24,8.56,183.2,98.83,0.0
2025,10,20,18,14.54,81.85,8.93,183.1,98.77,0.0
2025,10,20,19,14.31,85.14,9.07,187.3,98.71,0.0
2025,10,20,20,13.97,89.57,8.75,191.5,98.68,0.0
2025,10,20,21,13.74,91.78,8.95,196.9,98.64,0.0
2025,10,20,22,13.43,92.72,9.16,202.0,98.62,0.0
2025,10,20,23,12.97,92.92,9.38,206.0,98.62,0.0
2025,10,21,0,12.62,92.8,9.68,206.8,98.6,0.0
2025,10,21,1,12.49,92.82,9.86,208.0,98.57,0.0
2025,10,21,2,12.53,93.21,9.74,213.7,98.56,0.0
2025,10,21,3,12.6,94.1,9.3,223.2,98.59,0.0
2025,10,21,4,12.53,95.15,8.59,229.1,98.67,0.0
2025,10,21,5,12.34,95.67,8.16,229.6,98.76,0.0
2025,10,21,6,12.24,95.62,8.04,228.9,98.85,8.73
2025,10,21,7,12.53,94.55,8.03,227.3,98.94,63.47
2025,10,21,8,13.28,92.44,8.07,225.6,99.0,127.72
2025,10,21,9,14.22,88.06,8.69,227.9,99.04,186.4
2025,10,21,10,15.26,80.38,9.15,231.5,99.08,218.9
2025,10,21,11,16.0,73.21,9.26,232.0,99.1,226.35
2025,10,21,12,16.26,68.42,9.04,230.3,99.1,238.27
2025,10,21,13,16.25,65.47,8.39,227.6,99.09,212.93
2025,10,21,14,15.85,66.81,7.08,222.7,99.09,137.45
2025,10,21,15,14.96,73.33,5.45,211.6,99.08,59.1
2025,10,21,16,13.73,81.61,4.8,198.6,99.08,6.1
2025,10,21,17,13.15,87.48,5.45,194.8,99.09,0.0
2025,10,21,18,12.93,92.23,5.66,197.5,99.09,0.0
2025,10,21,19,12.91,94.46,5.83,208.4,99.07,0.0
2025,10,21,20,12.75,95.78,5.91,217.6,99.08,0.0
2025,10,21,21,12.22,97.31,5.44,216.8,99.1,0.0
2025,10,21,22,11.88,97.38,5.38,217.3,99.12,0.0
2025,10,21,23,11.82,96.89,5.51,222.5,99.15,0.0
2025,10,22,0,11.65,96.97,5.25,224.2,99.17,0.0
2025,10,22,1,11.51,96.96,5.06,228.0,99.19,0.0
2025,10,22,2,11.2,97.45,4.56,230.0,99.21,0.0
2025,10,22,3,10.95,97.66,4.27,232.8,99.24,0.0
2025,10,22,4,10.56,98.28,3.85,233.5,99.26,0.0
2025,10,22,5,10.17,98.61,3.59,231.4,99.3,0.0
2025,10,22,6,9.91,98.69,3.46,228.4,99.32,9.45
2025,10,22,7,10.79,96.51,4.2,225.4,99.36,69.85
2025,10,22,8,11.55,95.29,4.26,224.0,99.41,145.35
2025,10,22,9,12.95,91.17,4.38,227.9,99.44,208.95
2025,10,22,10,14.61,81.49,4.57,233.9,99.47,251.9
2025,10,22,11,15.77,71.82,4.24,233.9,99.46,257.2
2025,10,22,12,16.24,65.48,3.98,232.0,99.43,260.48
2025,10,22,13,16.28,62.9,3.63,228.4,99.41,218.85
2025,10,22,14,15.93,64.21,3.11,218.3,99.38,149.75
2025,10,22,15,15.09,72.35,2.18,205.5,99.34,68.6
2025,10,22,16,13.45,81.77,1.89,190.4,99.3,6.78
2025,10,22,17,12.49,85.51,2.29,176.8,99.27,0.0
2025,10,22,18,12.34,87.16,3.03,164.1,99.18,0.0
2025,10,22,19,12.27,88.56,4.15,156.7,99.05,0.0
2025,10,22,20,11.97,91.51,5.14,145.8,98.88,0.0
2025,10,22,21,11.67,94.4,6.1,133.7,98.66,0.0
2025,10,22,22,11.84,94.68,7.26,127.6,98.4,0.0
2025,10,22,23,12.72,93.33,9.46,139.5,98.1,0.0
2025,10,23,0,13.91,93.13,10.13,162.1,97.81,0.0
2025,10,23,1,15.38,93.23,10.46,189.1,97.62,0.0
2025,10,23,2,16.0,93.23,10.35,203.6,97.5,0.0
2025,10,23,3,15.59,92.67,10.2,209.0,97.43,0.0
2025,10,23,4,14.68,91.26,10.34,212.0,97.37,0.0
2025,10,23,5,13.49,90.66,10.71,213.2,97.35,0.0
2025,10,23,6,12.5,89.35,11.01,213.6,97.34,10.45
2025,10,23,7,12.03,84.67,11.23,213.3,97.35,76.53
2025,10,23,8,12.25,77.03,11.63,208.3,97.35,136.73
2025,10,23,9,12.55,71.97,12.15,201.8,97.29,165.05
2025,10,23,10,12.41,71.94,12.54,199.1,97.23,174.12
2025,10,23,11,11.63,78.07,11.71,198.6,97.18,154.82
2025,10,23,12,11.8,83.19,9.69,214.5,97.11,116.75
2025,10,23,13,12.42,85.02,11.02,255.9,97.13,90.8
2025,10,23,14,11.99,85.32,15.73,273.6,97.33,59.38
2025,10,23,15,11.19,84.79,17.57,279.2,97.69,29.23
2025,10,23,16,10.69,83.99,15.41,278.9,98.07,2.88
2025,10,23,17,10.69,82.86,12.08,273.3,98.32,0.0
2025,10,23,18,10.36,83.85,10.24,265.7,98.49,0.0
2025,10,23,19,9.95,85.76,9.3,262.5,98.59,0.0
2025,10,23,20,9.69,88.64,8.53,261.0,98.66,0.0
2025,10,23,21,9.57,91.0,8.16,261.0,98.72,0.0
2025,10,23,22,9.32,92.21,8.08,262.2,98.8,0.0
2025,10,23,23,8.88,92.05,8.67,266.2,98.92,0.0
2025,10,24,0,8.51,90.94,9.23,268.1,99.03,0.0
2025,10,24,1,8.35,89.74,9.47,266.2,99.14,0.0
2025,10,24,2,8.21,88.49,9.43,263.8,99.23,0.0
2025,10,24,3,8.11,87.12,9.01,260.9,99.31,0.0
2025,10,24,4,7.92,86.53,8.54,256.8,99.38,0.0
2025,10,24,5,7.47,87.43,8.14,251.2,99.43,0.0
2025,10,24,6,6.76,90.55,7.75,243.5,99.48,10.15
2025,10,24,7,6.86,90.47,7.75,235.2,99.54,81.93
2025,10,24,8,8.24,84.7,8.02,230.5,99.59,159.27
2025,10,24,9,10.24,74.43,9.3,238.5,99.63,213.2
2025,10,24,10,11.43,67.84,9.99,242.8,99.66,247.6
2025,10,24,11,11.8,66.54,10.06,243.1,99.66,239.07
2025,10,24,12,11.82,68.28,9.66,241.6,99.65,212.93
2025,10,24,13,11.69,71.74,8.93,237.9,99.62,176.52
2025,10,24,14,11.35,76.32,8.41,233.6,99.6,116.53
2025,10,24,15,10.84,81.74,8.11,229.9,99.58,48.8
2025,10,24,16,10.06,87.52,8.0,227.4,99.57,3.4
2025,10,24,17,9.51,90.3,8.18,227.4,99.6,0.0
2025,10,24,18,9.18,91.39,8.26,226.6,99.61,0.0
2025,10,24,19,8.84,92.25,8.22,224.4,99.61,0.0
2025,10,24,20,8.47,93.58,8.08,220.5,99.6,0.0
2025,10,24,21,8.2,94.84,7.88,217.0,99.57,0.0
2025,10,24,22,8.0,95.65,7.96,214.1,99.52,0.0
2025,10,24,23,7.94,95.84,8.3,214.4,99.46,0.0
2025,10,25,0,8.13,94.98,9.07,218.5,99.39,0.0
2025,10,25,1,8.08,95.69,9.02,218.4,99.33,0.0
2025,10,25,2,8.26,95.46,9.28,216.8,99.25,0.0
2025,10,25,3,8.55,94.66,9.83,217.6,99.18,0.0
2025,10,25,4,8.87,94.25,10.02,223.2,99.12,0.0
2025,10,25,5,9.15,94.94,9.24,232.2,99.12,0.0
2025,10,25,6,9.37,95.18,8.27,242.6,99.16,4.53
2025,10,25,7,9.6,94.19,8.07,250.9,99.23,35.3
2025,10,25,8,10.1,91.92,8.36,254.8,99.31,81.78
2025,10,25,9,10.49,91.11,8.32,259.0,99.37,120.85
2025,10,25,10,11.39,87.77,8.54,274.0,99.46,150.68
2025,10,25,11,12.27,79.67,9.07,288.6,99.55,150.6
2025,10,25,12,12.4,75.73,8.88,290.6,99.6,127.78
2025,10,25,13,12.15,75.46,8.48,288.4,99.65,124.53
2025,10,25,14,11.75,75.55,7.58,285.5,99.69,93.0
2025,10,25,15,11.08,76.46,6.32,281.5,99.72,44.1
2025,10,25,16,9.67,80.99,4.86,277.8,99.74,3.58
2025,10,25,17,9.09,82.6,4.69,274.9,99.79,0.0
2025,10,25,18,8.7,83.56,4.63,272.8,99.82,0.0
2025,10,25,19,8.21,84.64,4.72,271.8,99.84,0.0
2025,10,25,20,7.85,85.26,5.14,274.0,99.86,0.0
2025,10,25,21,7.48,86.08,5.71,276.2,99.88,0.0
2025,10,25,22,7.07,86.17,5.9,275.7,99.9,0.0
2025,10,25,23,6.54,87.23,5.68,269.7,99.91,0.0
2025,10,26,0,6.04,88.42,5.7,262.1,99.9,0.0
2025,10,26,1,5.66,89.21,6.06,258.6,99.9,0.0
2025,10,26,2,5.29,90.45,6.46,256.0,99.9,0.0
2025,10,26,3,4.95,91.72,6.48,252.7,99.92,0.0
2025,10,26,4,4.97,91.08,6.83,253.8,99.95,0.0
2025,10,26,5,5.13,90.64,6.91,257.0,99.99,0.0
2025,10,26,6,5.23,91.67,6.58,256.0,100.02,9.05
2025,10,26,7,5.87,89.82,6.95,259.8,100.1,83.95
2025,10,26,8,7.38,84.27,7.36,264.4,100.17,165.05
2025,10,26,9,9.45,73.0,8.71,277.1,100.23,219.73
2025,10,26,10,10.86,61.53,9.45,285.2,100.27,254.48
2025,10,26,11,11.46,55.46,9.42,283.0,100.28,247.23
2025,10,26,12,11.72,52.07,9.42,280.0,100.27,244.8
2025,10,26,13,11.69,50.54,9.41,277.6,100.28,205.85
2025,10,26,14,11.21,51.33,9.18,274.3,100.29,137.48
2025,10,26,15,10.21,56.53,8.15,268.5,100.27,51.17
2025,10,26,16,9.22,65.77,7.25,260.6,100.25,2.62
2025,10,26,17,8.44,76.28,7.19,253.7,100.24,0.0
2025,10,26,18,7.98,83.73,7.32,246.9,100.18,0.0
2025,10,26,19,7.62,88.05,7.59,242.6,100.11,0.0
2025,10,26,20,7.38,91.0,7.97,239.0,100.05,0.0
2025,10,26,21,7.32,92.67,8.39,233.3,99.93,0.0
2025,10,26,22,7.65,93.65,9.17,229.8,99.77,0.0
2025,10,26,23,8.59,93.69,9.98,235.8,99.62,0.0
2025,10,27,0,9.63,94.28,9.85,245.7,99.52,0.0
2025,10,27,1,10.37,95.21,8.79,254.9,99.47,0.0
2025,10,27,2,10.7,94.68,8.4,265.2,99.41,0.0
2025,10,27,3,10.43,94.13,8.14,272.5,99.39,0.0
2025,10,27,4,10.01,93.45,8.21,273.4,99.39,0.0
2025,10,27,5,9.55,92.67,8.57,274.2,99.39,0.0
2025,10,27,6,9.29,91.76,9.0,275.4,99.43,5.53
2025,10,27,7,9.53,89.92,9.3,276.4,99.46,46.45
2025,10,27,8,10.18,87.01,9.57,276.9,99.5,109.28
2025,10,27,9,10.74,83.37,10.26,279.0,99.55,163.5
2025,10,27,10,10.99,80.1,11.08,283.7,99.6,198.27
2025,10,27,11,11.2,79.53,10.77,288.4,99.67,207.68
2025,10,27,12,11.5,80.37,9.98,291.1,99.75,174.1
2025,10,27,13,11.82,80.49,9.2,293.9,99.86,129.0
2025,10,27,14,11.9,80.38,8.29,294.6,99.97,108.65
2025,10,27,15,11.38,81.98,7.3,292.3,100.08,52.4
2025,10,27,16,10.16,86.45,6.03,287.1,100.19,0.0
2025,10,27,17,9.33,89.46,5.34,279.7,100.3,0.0
2025,10,27,18,8.98,90.27,5.06,274.3,100.38,0.0
2025,10,27,19,8.74,91.51,4.99,271.1,100.43,0.0
2025,10,27,20,8.76,91.99,5.11,269.2,100.47,0.0
2025,10,27,21,8.96,91.47,5.2,265.9,100.49,0.0
2025,10,27,22,8.89,92.05,5.26,260.3,100.49,0.0
2025,10,27,23,8.94,92.27,5.51,251.6,100.46,0.0
2025,10,28,0,8.65,93.93,5.6,237.3,100.43,0.0
2025,10,28,1,8.27,95.91,6.04,222.7,100.4,0.0
2025,10,28,2,8.19,96.21,6.5,213.6,100.31,0.0
2025,10,28,3,8.96,95.97,7.39,218.6,100.22,0.0
2025,10,28,4,10.45,95.24,8.54,232.1,100.17,0.0
2025,10,28,5,11.17,94.85,9.12,241.7,100.15,0.0
2025,10,28,6,11.2,94.65,9.18,244.4,100.13,4.32
2025,10,28,7,11.43,93.82,9.72,244.6,100.15,44.97
2025,10,28,8,12.02,92.42,9.97,246.8,100.19,109.55
2025,10,28,9,12.71,90.08,9.86,250.5,100.21,161.82
2025,10,28,10,13.3,87.62,9.48,254.6,100.23,200.1
2025,10,28,11,13.92,83.17,9.11,258.6,100.25,165.7
2025,10,28,12,14.2,79.2,8.12,260.4,100.24,186.68
2025,10,28,13,14.41,76.19,7.59,259.8,100.24,172.82
2025,10,28,14,14.31,74.33,7.16,258.2,100.24,112.85
2025,10,28,15,13.7,76.22,6.46,255.9,100.25,47.17
2025,10,28,16,12.48,82.25,5.73,251.7,100.28,0.0
2025,10,28,17,11.25,89.85,5.4,247.0,100.34,0.0
2025,10,28,18,10.68,94.74,5.3,242.4,100.38,0.0
2025,10,28,19,10.27,98.8,5.32,236.4,100.42,0.0
2025,10,28,20,10.36,98.99,5.75,234.5,100.43,0.0
2025,10,28,21,10.22,99.16,5.72,232.2,100.44,0.0
2025,10,28,22,9.87,99.54,5.4,226.2,100.44,0.0
2025,10,28,23,9.91,98.09,5.62,222.1,100.43,0.0
2025,10,29,0,10.19,96.5,6.0,222.0,100.41,0.0
2025,10,29,1,10.34,96.01,6.12,221.6,100.37,0.0
2025,10,29,2,10.01,96.68,5.9,213.3,100.33,0.0
2025,10,29,3,9.76,96.16,6.15,210.6,100.29,0.0
2025,10,29,4,9.13,97.12,5.65,205.1,100.26,0.0
2025,10,29,5,8.65,97.42,5.46,199.7,100.21,0.0
2025,10,29,6,8.41,97.53,5.27,194.7,100.16,5.5
2025,10,29,7,8.8,96.37,5.33,189.0,100.14,69.9
2025,10,29,8,9.9,94.3,5.5,186.2,100.1,152.57
2025,10,29,9,10.81,92.99,5.18,181.3,100.04,205.8
2025,10,29,10,11.87,90.98,5.1,179.0,99.99,239.52
2025,10,29,11,12.99,87.54,5.45,185.1,99.91,239.73
2025,10,29,12,13.85,82.79,5.42,192.9,99.82,203.35
2025,10,29,13,13.91,81.97,3.94,191.0,99.7,162.12
2025,10,29,14,13.44,85.15,2.73,181.7,99.6,99.85
2025,10,29,15,12.47,88.44,2.8,174.0,99.49,39.28
2025,10,29,16,11.9,89.72,3.77,177.6,99.42,0.0
2025,10,29,17,11.88,89.35,5.19,188.2,99.38,0.0
2025,10,29,18,11.49,91.3,5.78,199.4,99.35,0.0
2025,10,29,19,11.08,93.2,5.88,207.7,99.33,0.0
2025,10,29,20,10.82,94.42,5.45,213.6,99.29,0.0
2025,10,29,21,10.64,95.28,5.01,224.6,99.26,0.0
2025,10,29,22,10.47,95.97,4.99,238.8,99.23,0.0
2025,10,29,23,10.42,96.07,5.93,255.6,99.26,0.0
2025,10,30,0,10.44,95.28,7.49,274.5,99.35,0.0
2025,10,30,1,9.8,93.47,8.07,286.0,99.53,0.0
2025,10,30,2,8.54,92.24,7.36,281.0,99.71,0.0
2025,10,30,3,7.34,94.48,5.91,264.6,99.84,0.0
2025,10,30,4,6.73,96.84,5.65,248.2,99.95,0.0
2025,10,30,5,6.58,97.33,6.09,244.4,100.09,0.0
2025,10,30,6,6.38,98.14,5.9,238.4,100.22,5.12
2025,10,30,7,6.95,96.56,6.11,234.8,100.33,84.12
2025,10,30,8,7.94,94.52,5.78,233.7,100.43,194.32
2025,10,30,9,9.59,88.9,5.88,235.4,100.52,278.83
2025,10,30,10,11.88,77.19,6.27,245.0,100.59,339.27
2025,10,30,11,13.29,66.72,6.21,248.8,100.64,351.5
2025,10,30,12,13.96,61.75,5.74,245.7,100.64,317.42
2025,10,30,13,14.11,60.06,5.17,241.1,100.65,261.65
2025,10,30,14,13.74,61.84,4.19,232.5,100.66,167.27
2025,10,30,15,12.43,71.17,2.6,217.4,100.68,62.42
2025,10,30,16,10.79,77.11,2.67,200.9,100.7,0.0
2025,10,30,17,10.04,79.65,3.03,188.7,100.73,0.0
2025,10,30,18,9.37,82.11,3.32,183.1,100.75,0.0
2025,10,30,19,8.35,85.77,3.73,177.7,100.74,0.0
2025,10,30,20,7.64,88.34,4.39,173.8,100.75,0.0
2025,10,30,21,7.22,89.49,4.91,171.5,100.75,0.0
2025,10,30,22,6.79,90.53,5.09,168.3,100.73,0.0
2025,10,30,23,6.76,89.38,5.32,165.6,100.71,0.0
2025,10,31,0,6.82,87.86,5.41,165.3,100.68,0.0
2025,10,31,1,6.9,86.39,5.54,166.4,100.67,0.0
2025,10,31,2,6.87,85.9,5.61,167.2,100.63,0.0
2025,10,31,3,6.88,85.49,5.72,165.3,100.6,0.0
2025,10,31,4,6.86,85.41,5.95,163.2,100.57,0.0
2025,10,31,5,6.79,85.8,5.95,162.0,100.54,0.0
2025,10,31,6,6.77,86.39,5.78,162.4,100.51,3.95
2025,10,31,7,7.0,86.64,5.85,164.1,100.52,51.47
2025,10,31,8,7.78,85.01,5.93,164.6,100.51,117.85
2025,10,31,9,8.89,82.89,5.96,165.4,100.47,172.52
2025,10,31,10,10.21,80.09,5.86,167.4,100.46,206.23
2025,10,31,11,12.1,74.71,6.59,175.9,100.44,207.02
2025,10,31,12,13.95,70.39,6.8,180.8,100.4,182.5
2025,10,31,13,14.91,69.32,6.7,181.6,100.35,135.7
2025,10,31,14,14.56,72.84,5.88,180.9,100.35,94.47
2025,10,31,15,13.18,80.52,4.8,177.0,100.35,38.08
2025,10,31,16,12.15,85.71,5.02,174.6,100.37,0.0
2025,10,31,17,11.54,88.79,5.58,172.9,100.4,0.0
2025,10,31,18,11.07,91.13,6.21,171.5,100.42,0.0
2025,10,31,19,10.76,92.9,6.69,173.0,100.42,0.0
2025,10,31,20,10.56,94.14,6.9,174.3,100.41,0.0
2025,10,31,21,10.41,95.22,6.89,175.7,100.41,0.0
2025,10,31,22,10.36,95.53,6.88,175.9,100.4,0.0
2025,10,31,23,10.34,95.39,6.86,174.3,100.38,0.0
2025,11,1,0,10.17,95.94,6.81,169.6,100.36,0.0
2025,11,1,1,10.18,95.7,6.88,167.6,100.32,0.0
2025,11,1,2,10.62,93.97,6.8,169.7,100.23,0.0
2025,11,1,3,11.35,92.07,7.02,167.9,100.16,0.0
2025,11,1,4,12.12,91.62,7.71,173.4,100.1,0.0
2025,11,1,5,12.79,92.69,8.92,183.3,100.04,0.0
2025,11,1,6,12.78,93.78,8.34,182.1,100.0,0.0
2025,11,1,7,12.55,94.97,7.45,175.6,99.97,16.05
2025,11,1,8,12.6,94.85,7.17,172.6,99.94,38.1
2025,11,1,9,12.89,94.78,6.81,183.7,99.95,60.97
2025,11,1,10,13.29,94.69,6.22,205.1,100.02,70.8
2025,11,1,11,13.71,91.6,6.33,236.1,100.11,73.18
2025,11,1,12,13.77,85.03,6.27,243.4,100.17,77.6
2025,11,1,13,14.03,79.17,6.24,231.6,100.22,53.8
2025,11,1,14,14.16,76.27,6.24,224.7,100.27,87.12
2025,11,1,15,13.33,79.71,5.48,217.7,100.33,42.53
2025,11,1,16,11.39,87.41,4.85,209.1,100.39,0.0
2025,11,1,17,10.72,89.96,5.65,201.3,100.45,0.0
2025,11,1,18,9.94,93.9,5.93,195.3,100.5,0.0
2025,11,1,19,9.22,96.79,6.1,191.9,100.53,0.0
2025,11,1,20,8.73,97.35,6.3,189.0,100.53,0.0
2025,11,1,21,8.49,96.49,6.47,191.2,100.53,0.0
2025,11,1,22,8.29,96.48,6.41,194.4,100.51,0.0
2025,11,1,23,7.98,97.92,6.2,196.9,100.5,0.0
2025,11,2,0,7.89,97.92,5.74,200.1,100.5,0.0
2025,11,2,1,8.19,96.23,5.5,202.7,100.49,0.0
2025,11,2,2,8.83,94.39,5.66,213.0,100.48,0.0
2025,11,2,3,9.06,95.16,5.15,212.1,100.48,0.0
2025,11,2,4,9.01,96.46,5.0,206.0,100.48,0.0
2025,11,2,5,8.68,97.92,4.82,203.9,100.48,0.0
2025,11,2,6,8.19,99.18,4.77,202.7,100.49,0.0
2025,11,2,7,8.38,97.35,5.23,200.7,100.51,64.18
2025,11,2,8,9.16,94.43,5.59,201.2,100.53,139.43
2025,11,2,9,10.41,89.61,5.87,202.0,100.52,208.73
2025,11,2,10,12.12,78.38,6.55,203.8,100.48,258.3
2025,11,2,11,13.57,65.88,7.42,208.6,100.42,283.42
2025,11,2,12,13.97,62.95,8.03,212.2,100.36,172.48
2025,11,2,13,13.32,68.49,7.96,216.0,100.35,152.9
2025,11,2,14,12.11,78.46,7.05,221.7,100.37,104.2
2025,11,2,15,11.26,84.97,6.44,232.3,100.43,40.6
2025,11,2,16,10.38,87.76,6.49,247.3,100.53,0.0
2025,11,2,17,9.57,88.32,6.32,256.9,100.63,0.0
2025,11,2,18,8.97,88.12,5.84,259.6,100.72,0.0
2025,11,2,19,8.54,88.77,5.35,257.8,100.8,0.0
2025,11,2,20,8.18,90.59,4.87,253.8,100.88,0.0
2025,11,2,21,7.71,93.61,4.48,247.6,100.96,0.0
2025,11,2,22,7.39,96.35,4.58,239.1,101.0,0.0
2025,11,2,23,7.11,98.56,4.8,233.3,101.03,0.0
2025,11,3,0,7.13,98.63,5.05,231.6,101.07,0.0
2025,11,3,1,7.37,97.53,5.26,231.7,101.11,0.0
2025,11,3,2,7.32,97.72,5.04,227.6,101.13,0.0
2025,11,3,3,7.08,98.26,5.06,223.3,101.17,0.0
2025,11,3,4,6.78,99.02,5.1,218.3,101.19,0.0
2025,11,3,5,6.74,98.81,5.32,208.3,101.2,0.0
2025,11,3,6,7.0,97.71,5.94,201.0,101.21,0.0
2025,11,3,7,7.63,96.86,6.54,198.9,101.24,56.38
2025,11,3,8,8.86,94.66,7.41,202.2,101.28,121.28
2025,11,3,9,10.01,91.83,8.38,206.0,101.3,176.65
2025,11,3,10,10.85,86.96,9.2,210.0,101.31,209.95
2025,11,3,11,12.08,80.26,9.4,212.0,101.3,211.0
2025,11,3,12,13.13,75.44,9.36,213.7,101.28,124.45
2025,11,3,13,13.55,74.22,9.24,212.5,101.26,111.4
2025,11,3,14,13.63,74.43,8.7,209.0,101.24,71.53
2025,11,3,15,13.05,78.48,7.8,203.9,101.23,25.1
2025,11,3,16,12.02,84.45,7.4,203.8,101.25,0.0
2025,11,3,17,11.53,87.49,7.48,205.8,101.28,0.0
2025,11,3,18,11.3,88.74,7.54,208.1,101.31,0.0
2025,11,3,19,11.16,89.1,7.46,207.9,101.34,0.0
2025,11,3,20,10.98,89.83,7.58,205.7,101.36,0.0
2025,11,3,21,10.99,89.66,7.96,207.0,101.38,0.0
2025,11,3,22,10.84,90.7,7.66,206.1,101.39,0.0
2025,11,3,23,10.82,91.07,7.75,204.6,101.4,0.0
2025,11,4,0,10.76,91.69,7.27,202.5,101.4,0.0
2025,11,4,1,10.48,93.29,6.77,199.1,101.41,0.0
2025,11,4,2,10.4,94.3,6.25,198.7,101.4,0.0
2025,11,4,3,10.76,93.3,6.61,202.9,101.39,0.0
2025,11,4,4,10.72,93.94,6.25,200.5,101.4,0.0
2025,11,4,5,10.22,96.48,5.87,195.9,101.41,0.0
2025,11,4,6,9.7,97.89,6.12,191.9,101.41,0.0
2025,11,4,7,9.68,95.77,6.36,190.9,101.44,63.1
2025,11,4,8,10.82,88.38,6.63,186.2,101.46,160.85
2025,11,4,9,12.66,79.46,7.1,184.8,101.44,248.38
2025,11,4,10,14.08,72.81,7.75,185.4,101.41,311.98
2025,11,4,11,14.93,68.41,7.97,183.1,101.36,332.58
2025,11,4,12,15.35,65.7,7.86,180.7,101.29,319.0
2025,11,4,13,15.23,65.24,7.43,178.1,101.23,243.38
2025,11,4,14,14.55,68.62,6.63,173.6,101.18,145.5
2025,11,4,15,13.66,72.77,6.49,170.1,101.14,42.62
2025,11,4,16,12.7,75.93,6.85,170.6,101.11,0.0
2025,11,4,17,11.97,77.91,7.17,171.8,101.08,0.0
2025,11,4,18,11.45,78.71,7.37,175.6,101.06,0.0
2025,11,4,19,11.06,79.8,7.23,180.8,101.06,0.0
2025,11,4,20,10.78,80.81,7.11,184.8,101.07,0.0
2025,11,4,21,10.46,82.31,6.92,185.8,101.08,0.0
2025,11,4,22,10.18,83.86,6.83,186.1,101.08,0.0
2025,11,4,23,10.01,84.42,6.79,185.7,101.07,0.0
